"","ID","JobTitle","FulltimeParttime","PositionTitle","Level","Scool","Day","Entrance","Exit"
"83",38,"Research Associate","Full-Time","Research Associate","A","SEIT","Friday","8:30-9:00","16:00-16:30"
"84",38,"Research Associate","Full-Time","Research Associate","A","SEIT","Monday","8:00-8:30","16:30-17:00"
"85",38,"Research Associate","Full-Time","Research Associate","A","SEIT","Thursday","8:30-9:00","17:00-17:30"
"86",38,"Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"87",38,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:00-8:30","16:00-16:30"
"88",39,"Research Associate","Full-Time","Research Associate","A","SEIT","Friday","8:30-9:00","16:00-16:30"
"89",39,"Research Associate","Full-Time","Research Associate","A","SEIT","Monday","8:30-9:00","16:00-16:30"
"90",40,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","9:00-9:30","15:00-15:30"
"91",40,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"92",41,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Friday","8:00-8:30","16:00-16:30"
"93",41,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Thursday","8:30-9:00","16:30-17:00"
"94",41,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Tuesday","8:00-8:30","15:30-16:00"
"95",41,"Senior Research Associate","Full-Time","Senior Research Associate","A","SEIT","Wednesday","9:00-9:30","17:30-18:00"
"96",42,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Friday","8:00-8:30","15:00-15:30"
"97",42,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Monday","8:30-9:00","16:30-17:00"
"98",42,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Thursday","9:00-9:30","15:00-15:30"
"99",42,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"100",42,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"101",43,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Friday","8:00-8:30","16:00-16:30"
"102",43,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:00-8:30","16:30-17:00"
"103",43,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","9:00-9:30","16:00-16:30"
"104",43,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"105",45,"Lecturer","Full-Time","Lecturer","B","SEIT","Friday","8:00-8:30","16:30-17:00"
"106",45,"Lecturer","Full-Time","Lecturer","B","SEIT","Thursday","9:00-9:30","15:30-16:00"
"107",45,"Lecturer","Full-Time","Lecturer","B","SEIT","Tuesday","8:30-9:00","17:00-17:30"
"108",45,"Lecturer","Full-Time","Lecturer","B","SEIT","Wednesday","8:30-9:00","15:00-15:30"
"109",47,"Professor","Full-Time","Professor","E","SEIT","Monday","8:00-8:30","16:00-16:30"
"110",47,"Professor","Full-Time","Professor","E","SEIT","Wednesday","8:00-8:30","15:00-15:30"
"111",48,"Postdoctoral Fellow","Part-Time","Postdoc - Surrogate Modelling","A","SEIT","Friday","9:00-9:30","16:00-16:30"
"112",48,"Postdoctoral Fellow","Part-Time","Postdoc - Surrogate Modelling","A","SEIT","Monday","8:00-8:30","15:30-16:00"
"113",48,"Postdoctoral Fellow","Part-Time","Postdoc - Surrogate Modelling","A","SEIT","Thursday","8:30-9:00","16:30-17:00"
"114",48,"Postdoctoral Fellow","Part-Time","Postdoc - Surrogate Modelling","A","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"115",49,"Research Associate","Part-Time","Research Associate","A","SEIT","Friday","8:30-9:00","15:30-16:00"
"116",49,"Research Associate","Part-Time","Research Associate","A","SEIT","Monday","8:30-9:00","17:00-17:30"
"117",49,"Research Associate","Part-Time","Research Associate","A","SEIT","Thursday","8:00-8:30","16:30-17:00"
"118",49,"Research Associate","Part-Time","Research Associate","A","SEIT","Tuesday","8:00-8:30","15:00-15:30"
"119",49,"Research Associate","Part-Time","Research Associate","A","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"120",51,"ADFA Administrative","Full-Time","Client Service Officer","7","SEIT","Friday","8:30-9:00","16:30-17:00"
"121",51,"ADFA Administrative","Full-Time","Client Service Officer","7","SEIT","Monday","8:00-8:30","17:00-17:30"
"122",51,"ADFA Administrative","Full-Time","Client Service Officer","7","SEIT","Thursday","8:30-9:00","16:30-17:00"
"123",51,"ADFA Administrative","Full-Time","Client Service Officer","7","SEIT","Tuesday","8:00-8:30","17:00-17:30"
"124",51,"ADFA Administrative","Full-Time","Client Service Officer","7","SEIT","Wednesday","8:30-9:00","17:00-17:30"
"125",52,"Professor","Full-Time","Professor","E","SEIT","Friday","8:00-8:30","16:30-17:00"
"126",52,"Professor","Full-Time","Professor","E","SEIT","Monday","8:30-9:00","16:30-17:00"
"127",52,"Professor","Full-Time","Professor","E","SEIT","Tuesday","8:30-9:00","16:00-16:30"
"128",52,"Professor","Full-Time","Professor","E","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"129",53,"Research Associate","Full-Time","Research Associate - Optical","A","SEIT","Friday","8:00-8:30","15:00-15:30"
"130",53,"Research Associate","Full-Time","Research Associate - Optical","A","SEIT","Monday","8:30-9:00","16:30-17:00"
"131",53,"Research Associate","Full-Time","Research Associate - Optical","A","SEIT","Tuesday","9:00-9:30","17:00-17:30"
"132",53,"Research Associate","Full-Time","Research Associate - Optical","A","SEIT","Wednesday","8:30-9:00","17:00-17:30"
"133",54,"ADFA Administrative","Full-Time","Project Support Officer","3","SEIT","Friday","8:00-8:30","15:00-15:30"
"134",54,"ADFA Administrative","Full-Time","Project Support Officer","3","SEIT","Monday","8:00-8:30","16:30-17:00"
"135",54,"ADFA Administrative","Full-Time","Project Support Officer","3","SEIT","Thursday","8:30-9:00","17:00-17:30"
"136",54,"ADFA Administrative","Full-Time","Project Support Officer","3","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"137",54,"ADFA Administrative","Full-Time","Project Support Officer","3","SEIT","Wednesday","8:30-9:00","17:00-17:30"
"138",55,"Senior Research Associate","Full-Time","Research Associate","A","SEIT","Friday","8:30-9:00","16:00-16:30"
"139",55,"Senior Research Associate","Full-Time","Research Associate","A","SEIT","Monday","8:00-8:30","17:00-17:30"
"140",55,"Senior Research Associate","Full-Time","Research Associate","A","SEIT","Thursday","8:30-9:00","17:00-17:30"
"141",55,"Senior Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","8:00-8:30","15:30-16:00"
"142",55,"Senior Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:30-9:00","17:00-17:30"
"143",57,"Research Associate","Full-Time","Research Associate","A","SEIT","Thursday","8:00-8:30","17:30-18:00"
"144",57,"Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","8:30-9:00","15:30-16:00"
"145",57,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","7:00-7:30","15:30-16:00"
"146",58,"Research Associate","Full-Time","Research Staff Level A","A","SEIT","Friday","8:30-9:00","16:30-17:00"
"147",58,"Research Associate","Full-Time","Research Staff Level A","A","SEIT","Monday","8:00-8:30","15:30-16:00"
"148",58,"Research Associate","Full-Time","Research Staff Level A","A","SEIT","Thursday","8:30-9:00","16:00-16:30"
"149",58,"Research Associate","Full-Time","Research Staff Level A","A","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"150",58,"Research Associate","Full-Time","Research Staff Level A","A","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"151",60,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:30-9:00","16:00-16:30"
"152",60,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","8:00-8:30","15:00-15:30"
"153",60,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"154",61,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Friday","8:00-8:30","17:00-17:30"
"155",61,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:00-8:30","16:30-17:00"
"156",61,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","8:00-8:30","15:30-16:00"
"157",61,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"158",64,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Friday","8:00-8:30","16:30-17:00"
"159",64,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Monday","8:30-9:00","17:00-17:30"
"160",64,"Postdoctoral Fellow","Full-Time","Postdoctoral Fellow","A","SEIT","Thursday","9:00-9:30","16:00-16:30"
"161",65,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:00-8:30","16:30-17:00"
"162",65,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","7:00-7:30","15:30-16:00"
"163",65,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","7:30-8:00","16:30-17:00"
"164",66,"Lecturer","Full-Time","Lecturer - Sys Eng. & Project","B","SEIT","Friday","8:00-8:30","15:30-16:00"
"165",66,"Lecturer","Full-Time","Lecturer - Sys Eng. & Project","B","SEIT","Monday","8:00-8:30","17:00-17:30"
"166",66,"Lecturer","Full-Time","Lecturer - Sys Eng. & Project","B","SEIT","Thursday","7:30-8:00","16:00-16:30"
"167",66,"Lecturer","Full-Time","Lecturer - Sys Eng. & Project","B","SEIT","Tuesday","8:00-8:30","15:00-15:30"
"168",66,"Lecturer","Full-Time","Lecturer - Sys Eng. & Project","B","SEIT","Wednesday","8:30-9:00","17:30-18:00"
"169",69,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:00-8:30","17:30-18:00"
"170",69,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","7:30-8:00","16:30-17:00"
"171",70,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Friday","8:30-9:00","16:30-17:00"
"172",70,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:00-8:30","17:00-17:30"
"173",70,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","7:30-8:00","17:30-18:00"
"174",70,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"175",70,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","8:30-9:00","16:30-17:00"
"176",71,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:00-8:30","17:30-18:00"
"177",71,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","8:30-9:00","16:30-17:00"
"178",71,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","9:30-10:00","16:30-17:00"
"179",72,"Lecturer","Full-Time","Lecturer - Aviation","B","SEIT","Monday","8:00-8:30","16:00-16:30"
"180",72,"Lecturer","Full-Time","Lecturer - Aviation","B","SEIT","Thursday","7:30-8:00","15:00-15:30"
"181",72,"Lecturer","Full-Time","Lecturer - Aviation","B","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"182",72,"Lecturer","Full-Time","Lecturer - Aviation","B","SEIT","Wednesday","8:00-8:30","17:30-18:00"
"183",76,"ADFA Manager","Full-Time","School General Manager","D","SEIT","Monday","8:30-9:00","17:00-17:30"
"184",76,"ADFA Manager","Full-Time","School General Manager","D","SEIT","Thursday","8:00-8:30","16:00-16:30"
"185",76,"ADFA Manager","Full-Time","School General Manager","D","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"186",76,"ADFA Manager","Full-Time","School General Manager","D","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"187",77,"Research Associate","Full-Time","Research Staff Level A","A","SEIT","Friday","8:30-9:00","16:00-16:30"
"188",77,"Research Associate","Full-Time","Research Staff Level A","A","SEIT","Monday","7:00-7:30","15:30-16:00"
"189",77,"Research Associate","Full-Time","Research Staff Level A","A","SEIT","Thursday","9:30-10:00","16:00-16:30"
"190",77,"Research Associate","Full-Time","Research Staff Level A","A","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"191",77,"Research Associate","Full-Time","Research Staff Level A","A","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"192",78,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Friday","8:00-8:30","16:30-17:00"
"193",78,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:00-8:30","15:30-16:00"
"194",78,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","9:00-9:30","16:30-17:00"
"195",78,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"196",79,"ADFA Technical Staff","Full-Time","Engineering Manager","7","SEIT","Friday","8:30-9:00","15:00-15:30"
"197",79,"ADFA Technical Staff","Full-Time","Engineering Manager","7","SEIT","Monday","8:30-9:00","15:00-15:30"
"198",79,"ADFA Technical Staff","Full-Time","Engineering Manager","7","SEIT","Thursday","8:30-9:00","15:30-16:00"
"199",79,"ADFA Technical Staff","Full-Time","Engineering Manager","7","SEIT","Tuesday","9:30-10:00","16:00-16:30"
"200",79,"ADFA Technical Staff","Full-Time","Engineering Manager","7","SEIT","Wednesday","8:00-8:30","16:00-16:30"
"201",83,"Head of School","Full-Time","Head of School","D","SEIT","Friday","8:30-9:00","16:00-16:30"
"202",83,"Head of School","Full-Time","Head of School","D","SEIT","Monday","8:00-8:30","16:30-17:00"
"203",83,"Head of School","Full-Time","Head of School","D","SEIT","Thursday","8:30-9:00","17:30-18:00"
"204",83,"Head of School","Full-Time","Head of School","D","SEIT","Tuesday","8:30-9:00","17:00-17:30"
"205",83,"Head of School","Full-Time","Head of School","D","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"206",84,"ADFA Administrative","Part-Time","Client Service Officer","5","SEIT","Friday","8:30-9:00","16:00-16:30"
"207",84,"ADFA Administrative","Part-Time","Client Service Officer","5","SEIT","Monday","7:30-8:00","16:00-16:30"
"208",84,"ADFA Administrative","Part-Time","Client Service Officer","5","SEIT","Thursday","8:00-8:30","16:00-16:30"
"209",84,"ADFA Administrative","Part-Time","Client Service Officer","5","SEIT","Tuesday","8:00-8:30","15:00-15:30"
"210",84,"ADFA Administrative","Part-Time","Client Service Officer","5","SEIT","Wednesday","8:00-8:30","16:00-16:30"
"211",85,"ADFA IT Staff","Full-Time","Manager, Cyber Security Range","D","SEIT","Monday","8:00-8:30","17:00-17:30"
"212",85,"ADFA IT Staff","Full-Time","Manager, Cyber Security Range","D","SEIT","Thursday","8:30-9:00","16:30-17:00"
"213",85,"ADFA IT Staff","Full-Time","Manager, Cyber Security Range","D","SEIT","Tuesday","9:00-9:30","17:00-17:30"
"214",85,"ADFA IT Staff","Full-Time","Manager, Cyber Security Range","D","SEIT","Wednesday","8:00-8:30","16:30-17:00"
"215",86,"ADFA Technical Staff","Full-Time","Spacecraft Project Lead","2","SEIT","Friday","8:00-8:30","15:30-16:00"
"216",86,"ADFA Technical Staff","Full-Time","Spacecraft Project Lead","2","SEIT","Monday","8:30-9:00","16:30-17:00"
"217",86,"ADFA Technical Staff","Full-Time","Spacecraft Project Lead","2","SEIT","Thursday","7:30-8:00","16:30-17:00"
"218",86,"ADFA Technical Staff","Full-Time","Spacecraft Project Lead","2","SEIT","Tuesday","8:00-8:30","16:30-17:00"
"219",86,"ADFA Technical Staff","Full-Time","Spacecraft Project Lead","2","SEIT","Wednesday","8:30-9:00","15:30-16:00"
"220",88,"Research Associate","Full-Time","Research Associate","A","SEIT","Friday","8:30-9:00","15:30-16:00"
"221",88,"Research Associate","Full-Time","Research Associate","A","SEIT","Monday","9:00-9:30","17:00-17:30"
"222",88,"Research Associate","Full-Time","Research Associate","A","SEIT","Thursday","8:00-8:30","16:30-17:00"
"223",88,"Research Associate","Full-Time","Research Associate","A","SEIT","Tuesday","8:30-9:00","16:30-17:00"
"224",88,"Research Associate","Full-Time","Research Associate","A","SEIT","Wednesday","8:00-8:30","15:30-16:00"
"225",89,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Friday","8:00-8:30","17:00-17:30"
"226",89,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Monday","8:00-8:30","17:30-18:00"
"227",89,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Thursday","8:30-9:00","17:00-17:30"
"228",89,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Tuesday","8:30-9:00","16:00-16:30"
"229",89,"Senior Lecturer","Full-Time","Senior Lecturer","C","SEIT","Wednesday","8:30-9:00","16:00-16:30"
"230",90,"Lecturer","Full-Time","Lecturer","B","SEIT","Friday","8:00-8:30","16:30-17:00"
"231",90,"Lecturer","Full-Time","Lecturer","B","SEIT","Monday","8:00-8:30","16:30-17:00"
"232",90,"Lecturer","Full-Time","Lecturer","B","SEIT","Thursday","8:30-9:00","15:30-16:00"
"233",90,"Lecturer","Full-Time","Lecturer","B","SEIT","Tuesday","8:00-8:30","16:00-16:30"
"234",90,"Lecturer","Full-Time","Lecturer","B","SEIT","Wednesday","8:00-8:30","15:30-16:00"
"235",91,"ADFA Technical Staff","Full-Time","RF Engineer","1","SEIT","Friday","8:30-9:00","16:30-17:00"
"236",91,"ADFA Technical Staff","Full-Time","RF Engineer","1","SEIT","Monday","8:00-8:30","16:00-16:30"
"237",92,"Lecturer","Full-Time","Lecturer - Civil Engineering","B","SEIT","Friday","8:00-8:30","16:30-17:00"
"238",92,"Lecturer","Full-Time","Lecturer - Civil Engineering","B","SEIT","Monday","8:00-8:30","16:30-17:00"
"239",92,"Lecturer","Full-Time","Lecturer - Civil Engineering","B","SEIT","Thursday","8:00-8:30","16:30-17:00"
